Gh id,Wmo id,Name,Full name,Latitude,Longitude,Elevation,Station ty,Rg region,Di distric,Ba basin,Xcoo,Ycoo
C1KOCE02,,Kocelovice,Kocelovice,"492801","135027",519.000000000000000,MKS,Jihoèeskı,Strakonice,Vltava,13.84083333,49.46694444
C1KPLATT,,Kníecí Plánì,"Kníecí Plánì, Borová Lada","485726","133730",1018.000000000000000,TOTAL,Jihoèeskı,Prachatice,Vltava,13.62500000,48.95722222
C1KRSI01,,Krsice,Krsice,"492904","140421",430.000000000000000,MSS,Jihoèeskı,Písek,Otava,14.07250000,49.48444444
C1KTIS01,,Ktiš,"Ktiš, Tisovka","485412","140621",758.000000000000000,AKS2,Jihoèeskı,Prachatice,Vltava,14.10583333,48.90333333
C1KVIL01,,Kvilda,Kvilda,"490109","133445",1059.000000000000000,AKS2,Jihoèeskı,Prachatice,Vltava,13.57916667,49.01916667
C1KOCE01,"11487",Kocelovice,Kocelovice,"492802","135019",519.000000000000000,AMS1,Jihoèeskı,Strakonice,Lomnice,13.83861111,49.46722222
C1NALH01,,Nalovské Hory,Nalovské Hory,"492005","133255",495.000000000000000,MSS,Plzeòskı,Klatovy,Otava,13.54861111,49.33472222
C1NEMC01,,Nìmèice,Nìmèice,"490151","141617",436.000000000000000,MSS,Jihoèeskı,Prachatice,Vltava,14.27138889,49.03083333
C1ORLV01,,Orlík nad Vltavou,Orlík nad Vltavou,"493013","141006",431.000000000000000,MSS,Jihoèeskı,Písek,Vltava,14.16833333,49.50361111
C1PASE01,,Paseky,Paseky,"491459","141604",482.000000000000000,ASS,Jihoèeskı,Písek,Otava,14.26777778,49.24972222
C1PLCHTT,,Plechı,"Plechı, Trojmezí","484638","135031",1325.000000000000000,TOTAL,Jihoèeskı,Prachatice,Vltava,13.84194444,48.77722222
C1POLETT,,Poledník,Poledník,"490351","132345",1312.000000000000000,TOTAL,Plzeòskı,Klatovy,Otava,13.39583333,49.06416667
C1PRAS01,,Prášily,Prášily,"490625","132243",883.000000000000000,ASS,Plzeòskı,Klatovy,Otava,13.37861111,49.10694444
C1PRCH01,,Prachatice,Prachatice,"490028","135940",607.000000000000000,MSS,Jihoèeskı,Prachatice,Otava,13.99444444,49.00777778
C1RADO01,,Radošice,Radošice,"493156","134338",570.000000000000000,MSS,Plzeòskı,Plzeò-jih,Otava,13.72722222,49.53222222
C1ROSL01,,Rokytská sla,Rokytská sla,"490057","132510",1100.000000000000000,AKS3,Plzeòskı,Klatovy,Vltava,13.41944444,49.01583333
C1ROSLTT,,Rokytská sla,Rokytská sla,"490056","132500",1096.000000000000000,TOTAL,Plzeòskı,Klatovy,Otava,13.41666667,49.01555556
C1VLKO01,"11490",Vlkonice,Vlkonice,"491808","133523",493.000000000000000,AKS1,Plzeòskı,Klatovy,Otava,13.58972222,49.30222222
C1SEDL01,,Sedlice,Sedlice,"492232","135631",511.000000000000000,MSS,Jihoèeskı,Strakonice,Otava,13.94194444,49.37555556
C1SRNI01,,Srní,Srní,"490513","132844",857.000000000000000,MSS,Plzeòskı,Klatovy,Otava,13.47888889,49.08694444
C1STOZ01,,Stoec,Stoec,"485125","134953",826.000000000000000,MSS,Jihoèeskı,Prachatice,Vltava,13.83138889,48.85694444
C1STRA01,"11491",Strakonice,Strakonice,"491505","135527",427.000000000000000,AKS1,Jihoèeskı,Strakonice,Vltava,13.92416667,49.25138889
C1STRS01,,Strašín,Strašín,"491047","133833",637.000000000000000,ASS,Plzeòskı,Klatovy,Otava,13.64250000,49.17972222
C1STRZ01,,Stránı,Stránı,"485550","134323",825.000000000000000,MSS,Jihoèeskı,Prachatice,Vltava,13.72305556,48.93055556
C1SUSI01,,Sušice,Sušice,"491417","133142",484.000000000000000,MSS,Plzeòskı,Klatovy,Otava,13.52833333,49.23805556
C1KHOR01,"11493",Kašperské Hory,Kašperské Hory,"490841","133345",741.000000000000000,AKS2,Plzeòskı,Klatovy,Otava,13.56250000,49.14472222
C1TEME02,,Temelín,Temelín,"491152","142031",503.000000000000000,,Jihoèeskı,Èeské Budìjovice,Vltava,14.34194444,49.19777778
C1TOCH01,,Tochovice,Tochovice,"493601","135923",494.000000000000000,MSS,Støedoèeskı,Pøíbram,Otava,13.98972222,49.60027778
C1VACP01,,Vacov,"Vacov, Peckov","490801","134312",738.000000000000000,MSS,Jihoèeskı,Prachatice,Otava,13.72000000,49.13361111
C1VIMP01,,Vimperk,Vimperk,"490338","134657",657.000000000000000,AKS3,Jihoèeskı,Prachatice,Otava,13.78250000,49.06055556
C1HKVI01,"11494",Horská Kvilda,Horská Kvilda,"490313","133354",1052.000000000000000,AKS3,Plzeòskı,Klatovy,Vltava,13.56500000,49.05361111
C1VOLR01,,Volary,Volary,"485348","135305",748.000000000000000,AKS3,Jihoèeskı,Prachatice,Vltava,13.88472222,48.89666667
C1VOLY01,,Volynì,"Volynì, Nihošovice","491115","135150",448.000000000000000,ASS,Jihoèeskı,Strakonice,Otava,13.86388889,49.18750000
C1HUSI01,"11497",Husinec,Husinec,"490308","135918",483.000000000000000,AKS1,Jihoèeskı,Prachatice,Blanice,13.98833333,49.05222222
C1ZALE01,,Zálezly,Zálezly,"490628","135321",569.000000000000000,MSS,Jihoèeskı,Prachatice,Otava,13.88916667,49.10777778
C1ZAMY01,,Zámyšl,Zámyšl,"491335","132228",800.000000000000000,MSS,Plzeòskı,Klatovy,Otava,13.37444444,49.22638889
C1ZAVI01,,Závišín,Závišín,"492913","135122",484.000000000000000,MSS,Jihoèeskı,Strakonice,Vltava,13.85611111,49.48694444
C1ZBYT01,,Zbytiny,Zbytiny,"485630","135920",790.000000000000000,MSS,Jihoèeskı,Prachatice,Otava,13.98888889,48.94166667
C2BECH01,,Bechynì,Bechynì,"491800","142815",409.000000000000000,ASS,Jihoèeskı,Tábor,Lunice,14.47083333,49.30000000
C2BENC01,,Benešov nad Èernou,Benešov nad Èernou,"484352","143742",665.000000000000000,MSS,Jihoèeskı,Èeskı Krumlov,Malše,14.62833333,48.73111111
C2BESE01,,Besednice,Besednice,"484745","143408",593.000000000000000,MSS,Jihoèeskı,Èeskı Krumlov,Malše,14.56888889,48.79583333
C1LENO01,"11498",Lenora,"Lenora, Houná","485604","134610",804.000000000000000,AKS2,Jihoèeskı,Prachatice,Vltava,13.76944444,48.93444444
C2BRLO01,,Brloh,Brloh,"485537","141308",559.000000000000000,MSS,Jihoèeskı,Èeskı Krumlov,Vltava,14.21888889,48.92694444
U2DECI01,"11501",Dìèín,Dìèín,"504504","141211",172.000000000000000,AKS2,Ústeckı,Dìèín,Labe,14.20305556,50.75111111
U1ULKO01,"11502",Ústí nad Labem,"Ústí nad Labem, Koèkov","504100","140228",375.389999999999986,AMS1,Ústeckı,Ústí nad Labem,Labe,14.04111111,50.68333333
C2CBUD02,,Èeské Budìjovice,Èeské Budìjovice,"485707","142811",394.600000000000023,MSS,Jihoèeskı,Èeské Budìjovice,Vltava,14.46972222,48.95194444
U1ULMA01,"11503",Ústí nad Labem,"Ústí nad Labem, Vaòov","503732","140330",150.000000000000000,AKS2,Ústeckı,Ústí nad Labem,Labe,14.05833333,50.62555556
U1SNEZ01,"11504",Snìník,Snìník,"504749","140507",569.000000000000000,AKS2,Ústeckı,Dìèín,Labe,14.08527778,50.79694444
C2DDVO01,,Dolní Dvoøištì,Dolní Dvoøištì,"483923","142707",629.000000000000000,MSS,Jihoèeskı,Èeskı Krumlov,Malše,14.45194444,48.65638889
C2FRYM01,,Frymburk,"Frymburk, Svatı Tomáš","483823","140617",972.000000000000000,MSS,Jihoèeskı,Èeskı Krumlov,Vltava,14.10472222,48.63972222
U1DOKS01,"11509",Doksany,Doksany,"502732","141012",158.000000000000000,AMS1,Ústeckı,Litomìøice,Ohøe,14.17000000,50.45888889
C2HRNH01,,Hranice,Hranice,"484905","145058",479.000000000000000,MSS,Jihoèeskı,Èeské Budìjovice,Lunice,14.84944444,48.81805556
C2CHLT01,,Chlum u Tøebonì,Chlum u Tøebonì,"485728","145609",462.000000000000000,ASS,Jihoèeskı,Jindøichùv Hradec,Lunice,14.93583333,48.95777778
C2CHYN01,,Chınov,Chınov,"492451","144838",492.000000000000000,MSS,Jihoèeskı,Tábor,Lunice,14.81055556,49.41416667
P1KRAL01,"11510",Kralupy nad Vltavou,Kralupy nad Vltavou,"501431","141724",220.000000000000000,AKS2,Støedoèeskı,Mìlník,Vltava,14.29000000,50.24194444
C2JIST01,,Jistebnice,Jistebnice,"492903","143152",581.000000000000000,MSS,Jihoèeskı,Tábor,Lunice,14.53111111,49.48416667
C2KAML01,,Kamenice nad Lipou,"Kamenice nad Lipou, Vodná","491659","150348",557.000000000000000,ASS,Vysoèina,Pelhøimov,Neárka,15.06333333,49.28305556
C2KARD01,,Kardašova Øeèice,Kardašova Øeèice,"491053","145143",448.000000000000000,MSS,Jihoèeskı,Jindøichùv Hradec,Neárka,14.86194444,49.18138889
C2KOVA01,,Kováøov,Kováøov,"493102","141642",529.000000000000000,MSS,Jihoèeskı,Písek,Vltava,14.27833333,49.51722222
C2KREM01,,Køeme,"Køeme, Møíè","485423","141810",524.000000000000000,ASS,Jihoèeskı,Èeskı Krumlov,Vltava,14.30277778,48.90638889
C2LEDE01,,Ledenice,Ledenice,"485557","143710",485.000000000000000,MSS,Jihoèeskı,Èeské Budìjovice,Lunice,14.61944444,48.93250000
C2LIPC01,,Lipnice,Lipnice,"485438","144553",469.000000000000000,MSS,Jihoèeskı,Èeské Budìjovice,Vltava,14.76472222,48.91055556
C2LIPN01,,Lipno,Lipno,"483801","141418",730.000000000000000,MSS,Jihoèeskı,Èeskı Krumlov,Vltava,14.23833333,48.63361111
C2LODH01,,Lodhéøov,Lodhéøov,"491248","145745",526.000000000000000,MSS,Jihoèeskı,Jindøichùv Hradec,Neárka,14.96250000,49.21333333
C2MALO01,,Malonty,Malonty,"484108","143449",694.000000000000000,MSS,Jihoèeskı,Èeskı Krumlov,Malše,14.58027778,48.68555556
C2MILE01,,Milevsko,Milevsko,"492706","142214",442.000000000000000,MSS,Jihoèeskı,Písek,Lunice,14.37055556,49.45166667
P1PKLE01,"11514",Praha,"Praha, Klementinum","500512","142459",191.000000000000000,AKS2,Praha,Praha 1,Vltava,14.41638889,50.08666667
C2NBYS01,,Nová Bystøice,Nová Bystøice,"490108","150600",583.000000000000000,ASS,Jihoèeskı,Jindøichùv Hradec,Lunice,15.10000000,49.01888889
C2NETR01,,Netøebice,Netøebice,"484735","142722",616.000000000000000,MSS,Jihoèeskı,Èeskı Krumlov,Malše,14.45611111,48.79305556
C2NVCE01,,Nová Vèelnice,Nová Vèelnice,"491405","150414",507.000000000000000,MSS,Jihoèeskı,Jindøichùv Hradec,Neárka,15.07055556,49.23472222
C2OLSI01,,Olší,Olší,"492611","143036",495.000000000000000,MSS,Jihoèeskı,Tábor,Lunice,14.51000000,49.43638889
C2PLAL01,,Planá nad Lunicí,Planá nad Lunicí,"492033","144251",425.000000000000000,MSS,Jihoèeskı,Tábor,Lunice,14.71416667,49.34250000
P1PKLM01,"11515",Praha,"Praha, Klementinum","500527","142509",191.000000000000000,MKS,Praha,Praha 1,Vltava,14.41916667,50.09083333
C2POHSTT,,Pohoøí na Šumavì,Pohoøí na Šumavì,"483616","144210",932.000000000000000,TOTAL,Jihoèeskı,Èeskı Krumlov,Malše,14.70277778,48.60444444
C2PRID01,,Pøídolí,Pøídolí,"484659","142139",653.000000000000000,MSS,Jihoèeskı,Èeskı Krumlov,Vltava,14.36083333,48.78305556
C2PVES01,,Pohorská Ves,"Pohorská Ves, Terèí Dvùr","483928","143903",807.000000000000000,ASS,Jihoèeskı,Èeskı Krumlov,Malše,14.65083333,48.65777778
C2REPE01,,Øepeè,Øepeè,"492415","143107",475.000000000000000,MSS,Jihoèeskı,Tábor,Lunice,14.51861111,49.40416667
C2RIMO01,,Øímov,Øímov,"485058","142920",474.000000000000000,HYDROAS,Jihoèeskı,Èeské Budìjovice,Malše,14.48888889,48.84944444
C2ROUD01,,Roudné,Roudné,"485608","142925",393.000000000000000,MSS,Jihoèeskı,Èeské Budìjovice,Malše,14.49027778,48.93555556
C2ROZS01,,Romitál na Šumavì,Romitál na Šumavì,"484209","142318",642.000000000000000,MSS,Jihoèeskı,Èeskı Krumlov,Vltava,14.38833333,48.70250000
C2RUDJ01,,Rudolfov,"Rudolfov, Jivno","490013","143447",562.000000000000000,MSS,Jihoèeskı,Èeské Budìjovice,Vltava,14.57972222,49.00361111
C2SEVE01,,Ševìtín,"Ševìtín, Mazelov","490556","143726",438.000000000000000,MSS,Jihoèeskı,Èeské Budìjovice,Lunice,14.62388889,49.09888889
C2SHUT01,,Staré Hutì,Staré Hutì,"484304","144257",792.000000000000000,MSS,Jihoèeskı,Èeské Budìjovice,Malše,14.71583333,48.71777778
C2SLAV01,,Slavkov,Slavkov,"484551","141436",777.000000000000000,MSS,Jihoèeskı,Èeskı Krumlov,Vltava,14.24333333,48.76416667
C2SOBN01,,Sobìnov,Sobìnov,"484449","143204",526.000000000000000,MSS,Jihoèeskı,Èeskı Krumlov,Malše,14.53444444,48.74694444
C2STRM01,,Strmilov,Strmilov,"490947","151223",582.000000000000000,ASS,Jihoèeskı,Jindøichùv Hradec,Neárka,15.20638889,49.16305556
C2STRN01,,Strá nad Neárkou,Strá nad Neárkou,"490403","145449",478.000000000000000,MSS,Jihoèeskı,Jindøichùv Hradec,Neárka,14.91361111,49.06750000
C2SUCH01,,Suchdol nad Lunicí,Suchdol nad Lunicí,"485334","145201",457.000000000000000,MSS,Jihoèeskı,Jindøichùv Hradec,Lunice,14.86694444,48.89277778
P1PRUZ01,"11518",Praha,"Praha, Ruzynì","500601","141520",364.000000000000000,AMS,Praha,Praha 6,Vltava,14.25555556,50.10027778
P1PKAR01,"11519",Praha,"Praha, Karlov","500409","142540",260.500000000000000,AMS1,Praha,Praha 2,Vltava,14.42777778,50.06916667
C2TRHS01,,Trhové Sviny,Trhové Sviny,"485036","143816",468.000000000000000,ASS,Jihoèeskı,Èeské Budìjovice,Malše,14.63777778,48.84333333
C2TUCA01,,Tuèapy,Tuèapy,"491731","144806",454.000000000000000,MSS,Jihoèeskı,Tábor,Lunice,14.80166667,49.29194444
P1PLIB01,"11520",Praha,"Praha, Libuš","500028","142649",302.040000000000020,AMS1,Praha,Praha 4,Vltava,14.44694444,50.00777778
C4BECH01,,Bechynì,,"491718","142816",360.000000000000000,HYDROAS,Jihoèeskı,Tábor,Lunice,14.47111111,49.28833333
C4BLML01,,Blanickı Mlın,Blanickı Mlın,"485726","135629",750.000000000000000,HYDRO,Jihoèeskı,Prachatice,Otava,13.94138889,48.95722222
C4CKRI01,,Èernı Køí,,"485147","135156",736.000000000000000,HYDROAS,Jihoèeskı,Prachatice,Vltava,13.86555556,48.86305556
C4HLAS01,,Hlasivo,,"492958","144525",540.000000000000000,HYDROAS,Jihoèeskı,Tábor,Lunice,14.75694444,49.49944444
C4JAPI01,,Prášily,"Prášly, Javoøí Pila","490210","132517",1062.000000000000000,HYDROAS,Plzeòskı,Klatovy,Otava,13.42138889,49.03611111
C4KOLI01,,Kolinec,,"491753","132603",543.000000000000000,HYDROAS,Plzeòskı,Klatovy,Otava,13.43416667,49.29805556
C4KTIS01,,Ktiš,"Ktiš, Tisovka","485412","140627",749.000000000000000,HYDROAS,Jihoèeskı,Prachatice,Vltava,14.10750000,48.90333333
C4LENO01,,Lenora,,"485541","134744",760.000000000000000,HYDROAS,Jihoèeskı,Prachatice,Vltava,13.79555556,48.92805556
C4LICO01,,Lièov,,"484347","143418",590.000000000000000,HYDROAS,Jihoèeskı,Èeskı Krumlov,Malše,14.57166667,48.72972222
C4MODR01,,Modrava,,"490133","132952",975.000000000000000,HYDROAS,Plzeòskı,Klatovy,Otava,13.49777778,49.02583333
C4NEME01,,Nìmìtice,,"491151","135307",425.000000000000000,HYDROAS,Jihoèeskı,Strakonice,Otava,13.88527778,49.19750000
C4NVLU01,,Nová Ves nad Lunicí,,"484827","145624",465.000000000000000,HYDROAS,Jihoèeskı,Jindøichùv Hradec,Lunice,14.94000000,48.80750000
C4PORE01,,Poøešín,,"484657","143106",495.000000000000000,HYDROAS,Jihoèeskı,Èeskı Krumlov,Malše,14.51833333,48.78250000
C4PRAS01,,Prášily,,"490625","132240",880.000000000000000,HYDROAS,Plzeòskı,Klatovy,Otava,13.37777778,49.10694444
C4PVES01,,Pohorská Ves,Pohorská Ves,"484023","143851",750.000000000000000,HYDROAS,Jihoèeskı,Èeskı Krumlov,Malše,14.64750000,48.67305556
C4STOD01,,Stodùlky,,"490703","132540",767.000000000000000,HYDROAS,Plzeòskı,Klatovy,Otava,13.42777778,49.11750000
C7BOHU01,,Bohunice,"Bohunice, Temelín","491228","142244",410.000000000000000,AKS,Jihoèeskı,Èeské Budìjovice,Vltava,14.37888889,49.20777778
C7BREZ01,,Bøezí,"Bøezí, Temelín","491043","142338",492.000000000000000,AKS,Jihoèeskı,Èeské Budìjovice,Vltava,14.39388889,49.17861111
C7HNEV01,,Hnìvkovice,"Hnìvkovice, Temelín","491101","142646",370.000000000000000,AKS,Jihoèeskı,Èeské Budìjovice,Vltava,14.44611111,49.18361111
C7CHUR01,,Churanov,Churanov,"490406","133654",1117.799999999999955,HYDROAS,Jihoèeskı,Prachatice,Otava,13.61500000,49.06833333
C7CHUR02,,Churanov,Churanov,"490406","133654",1117.799999999999955,HYDROAS,Jihoèeskı,Prachatice,Otava,13.61500000,49.06833333
C7JESL01,,Kvilda - Perla,"Kvilda - Perla, Jezerní sla","490156","133416",1058.000000000000000,AKS3,Jihoèeskı,Prachatice,Vltava,13.57111111,49.03222222
C7KARL01,,Karlovec,"Karlovec, Temelín","491005","142300",490.000000000000000,AKS,Jihoèeskı,Èeské Budìjovice,Vltava,14.38333333,49.16805556
C7KOCI01,,Koèín,"Koèín, Temelín","490905","142148",456.000000000000000,AKS,Jihoèeskı,Èeské Budìjovice,Vltava,14.36333333,49.15138889
C7LITO01,,Litoradlice,"Litoradlice, Temelín","491025","142501",440.000000000000000,AKS,Jihoèeskı,Èeské Budìjovice,Vltava,14.41694444,49.17361111
C7TEME01,,Temelín,Temelín,"491148","142030",503.000000000000000,AKS,Jihoèeskı,Èeské Budìjovice,Vltava,14.34166667,49.19666667
C7TEME02,,Temelín,Temelín,"491148","142030",503.000000000000000,AKS,Jihoèeskı,Èeské Budìjovice,Vltava,14.34166667,49.19666667
C7TEME11,,Temelín,Temelín,"491148","142030",503.000000000000000,AKS,Jihoèeskı,Èeské Budìjovice,Vltava,14.34166667,49.19666667
C7TEME12,,Temelín,,"491148","142030",503.000000000000000,AKS,Jihoèeskı,Èeské Budìjovice,Vltava,14.34166667,49.19666667
C7TEME13,,Temelín,,"491148","142030",503.000000000000000,AKS,Jihoèeskı,Èeské Budìjovice,Vltava,14.34166667,49.19666667
C7TEME14,,Temelín,,"491148","142030",503.000000000000000,AKS,Jihoèeskı,Èeské Budìjovice,Vltava,14.34166667,49.19666667
C7TESI01,,Tìšínov,"Tìšínov, Temelín","491123","141616",425.000000000000000,AKS,Jihoèeskı,Èeské Budìjovice,Vltava,14.27111111,49.18972222
C7ZDIK01,,Zdíkov,"Zdíkov, Liz","490411","134056",834.000000000000000,AKS,Jihoèeskı,Prachatice,Otava,13.68222222,49.06972222
C7ZDIK02,,Zdíkov,"Zdíkov, Liz","490411","134056",837.000000000000000,MSS,Jihoèeskı,Prachatice,Otava,13.68222222,49.06972222
H1ADRS01,,Adršpach,"Adršpach, Horní Adršpach","503637","160858",510.000000000000000,AKS2,Královéhradeckı,Náchod,Metuje,16.14944444,50.61027778
H1BILA01,,Bílá Tøemešná,Bílá Tøemešná,"502727","154558",322.000000000000000,MSS,Královéhradeckı,Trutnov,Labe,15.76611111,50.45750000
H1CDUL01,,Èernı Dùl,Èernı Dùl,"503855","154245",715.000000000000000,ASS,Královéhradeckı,Trutnov,Labe,15.71250000,50.64861111
H1CSKL01,,Èeská Skalice,"Èeská Skalice, Ratiboøice","502502","160315",290.000000000000000,MSS,Královéhradeckı,Náchod,Úpa,16.05416667,50.41722222
H1DDVU01,,Dolní Dvùr,"Dolní Dvùr, Rudolfov","503924","153924",610.000000000000000,MSS,Královéhradeckı,Trutnov,Labe,15.65666667,50.65666667
H1HMAR01,,Horní Maršov,Horní Maršov,"503935","154915",565.000000000000000,ASS,Královéhradeckı,Trutnov,Úpa,15.82083333,50.65972222
H1HORI01,,Hoøinìves,Hoøinìves,"501825","154555",271.000000000000000,MSS,Královéhradeckı,Hradec Králové,Labe,15.76527778,50.30694444
H1HOST01,,Hostinné,Hostinné,"503246","154325",356.000000000000000,MSS,Královéhradeckı,Trutnov,Labe,15.72361111,50.54611111
P1DOBE01,"11521",Dobøichovice,Dobøichovice,"495600","141633",205.000000000000000,AKS2,Støedoèeskı,Praha-západ,Berounka,14.27583333,49.93333333
P1NEUM01,"11522",Neumìtely,Neumìtely,"495115","140215",322.000000000000000,AKS1,Støedoèeskı,Beroun,Berounka,14.03750000,49.85416667
H1NACH01,,Náchod,Náchod,"502343","160926",336.000000000000000,MSS,Královéhradeckı,Náchod,Metuje,16.15722222,50.39527778
P3NRUD01,"11526",Nedrahovice,"Nedrahovice, Rudolec","493754","142625",348.000000000000000,AKS1,Støedoèeskı,Pøíbram,Vltava,14.44027778,49.63166667
H1PECS02,,Pec pod Snìkou,Pec pod Snìkou,"504132","154343",816.000000000000000,MKS,Královéhradeckı,Trutnov,Úpa,15.72861111,50.69222222
H1POLI01,,Police nad Metují,Police nad Metují,"503215","161416",446.000000000000000,ASS,Královéhradeckı,Náchod,Metuje,16.23777778,50.53750000
H1POMB01,,Pomezní boudy,"Pomezní boudy, Horní Malá Úpa","504444","154913",1050.000000000000000,ASS,Královéhradeckı,Trutnov,Úpa,15.82027778,50.74555556
C2NADV01,"11528",Nadìjkov,"Nadìjkov, Vìtrov","493101","142755",616.000000000000000,AKS1,Jihoèeskı,Tábor,Lunice,14.46527778,49.51694444
H1SPIN02,,Špindlerùv Mlın,Špindlerùv Mlın- pøehrada Labská-les,"504246","153513",714.000000000000000,PROFIL,Královéhradeckı,Trutnov,Labe,15.58694444,50.71277778
H1SPIN03,,Špindlerùv Mlın,Špindlerùv Mlın-pøehrada Labská-mıtina,"504247","153511",705.000000000000000,PROFIL,Královéhradeckı,Trutnov,Labe,15.58638889,50.71305556
H1STRA01,,Stráné,Stráné,"503949","153653",785.000000000000000,ASS,Královéhradeckı,Trutnov,Labe,15.61472222,50.66361111
H1TEPL01,,Teplice nad Metují,Teplice nad Metují,"503444","161021",445.000000000000000,MSS,Královéhradeckı,Náchod,Metuje,16.17250000,50.57888889
C1VRAZ01,"11532",Vrá,Vrá,"492304","140744",433.000000000000000,AKS1,Jihoèeskı,Písek,Otava,14.12888889,49.38444444
C1TEME01,"11538",Temelín,Temelín,"491152","142032",500.000000000000000,AMS1,Jihoèeskı,Èeské Budìjovice,Vltava,14.34222222,49.19777778
C1CHEL01,"11539",Chelèice,Chelèice,"490646","141053",466.000000000000000,MSS,Jihoèeskı,Strakonice,Blanice,14.18138889,49.11277778
C2CKRU01,"11545",Èeskı Krumlov,"Èeskı Krumlov, Pøíseèná","484958","142027",554.000000000000000,AKS2,Jihoèeskı,Èeskı Krumlov,Vltava,14.34083333,48.83277778
H1ZACL01,,acléø,acléø,"503940","155425",644.000000000000000,MSS,Královéhradeckı,Trutnov,Úpa,15.90694444,50.66111111
H2BELC01,,Bìleè nad Orlicí,Bìleè nad Orlicí,"501113","155649",247.000000000000000,MSS,Královéhradeckı,Hradec Králové,Orlice,15.94694444,50.18694444
H2BILU01,,Bílı Újezd,"Bílı Újezd, Hroška","501406","161236",319.000000000000000,MSS,Královéhradeckı,Rychnov nad Knìnou,Divoká Orlice,16.21000000,50.23500000
H2BORH01,,Borohrádek,Borohrádek,"500619","160512",254.000000000000000,ASS,Královéhradeckı,Rychnov nad Knìnou,Tichá Orlice,16.08666667,50.10527778
H2CMEZ01,,Èeské Meziøíèí,Èeské Meziøíèí,"501656","160229",255.000000000000000,ASS,Královéhradeckı,Rychnov nad Knìnou,Orlice,16.04138889,50.28222222
C2CBUD01,"11546",Èeské Budìjovice,"Èeské Budìjovice,Ronov","485707","142811",394.600000000000023,AMS2,Jihoèeskı,Èeské Budìjovice,Vltava,14.46972222,48.95194444
H2DOBN01,,Dobøany,Dobøany,"501920","161654",627.000000000000000,MSS,Královéhradeckı,Rychnov nad Knìnou,Orlice,16.28166667,50.32222222
H2CHOC01,,Choceò,Choceò,"500034","161203",282.000000000000000,ASS,Pardubickı,Ústí nad Orlicí,Tichá Orlice,16.20083333,50.00944444
H2KRAL01,,Králíky,Králíky,"500457","164407",538.000000000000000,AKS1,Pardubickı,Ústí nad Orlicí,Tichá Orlice,16.73527778,50.08250000
H2LETO01,,Letohrad,Letohrad,"500225","163017",392.000000000000000,MSS,Pardubickı,Ústí nad Orlicí,Tichá Orlice,16.50472222,50.04027778
H2LUIS01,,Luisino údolí,"Luisino údolí, Deštné v Orlickıch horách","501713","162318",875.000000000000000,ASS,Královéhradeckı,Rychnov nad Knìnou,Divoká Orlice,16.38833333,50.28694444
H2NEKO02,,Nekoø,Nekoø-les,"500429","163350",510.000000000000000,PROFIL,Pardubickı,Ústí nad Orlicí,Divoká Orlice,16.56388889,50.07472222
H2NEKO03,,Nekoø,Nekoø-mıtina,"500430","163349",498.000000000000000,PROFIL,Pardubickı,Ústí nad Orlicí,Divoká Orlice,16.56361111,50.07500000
H2OLES01,,Olešnice,"Olešnice, Èihálka","502233","162123",757.000000000000000,ASS,Královéhradeckı,Rychnov nad Knìnou,Metuje,16.35638889,50.37583333
H2OLES02,,Olešnice,"Olešnice, Vodárna","502156","161943",660.000000000000000,ASS,Královéhradeckı,Rychnov nad Knìnou,Metuje,16.32861111,50.36555556
H2ORLI01,,Orlièky,Orlièky,"500135","164003",570.000000000000000,MSS,Pardubickı,Ústí nad Orlicí,Tichá Orlice,16.66750000,50.02638889
H2ORLZ01,,Orlické Záhoøí,Orlické Záhoøí,"501651","162806",690.000000000000000,MSS,Královéhradeckı,Rychnov nad Knìnou,Divoká Orlice,16.46833333,50.28083333
C1CERP01,"11547",Èerná v Pošumaví,Èerná v Pošumaví,"484408","140626",740.000000000000000,AKS1,Jihoèeskı,Èeskı Krumlov,Vltava,14.10722222,48.73555556
H2POLO02,,Polom,"Polom, Sedloòov","502107","161922",748.000000000000000,MKS,Královéhradeckı,Rychnov nad Knìnou,Divoká Orlice,16.32277778,50.35194444
C2VBRO01,"11549",Vyšší Brod,Vyšší Brod,"483703","141852",559.000000000000000,AKS1,Jihoèeskı,Èeskı Krumlov,Vltava,14.31444444,48.61750000
U2VARN01,"11551",Varnsdorf,Varnsdorf,"505420","143608",367.000000000000000,AKS1,Ústeckı,Dìèín,Luická Nisa,14.60222222,50.90555556
H2SLAZ01,,Slatina nad Zdobnicí,Slatina nad Zdobnicí,"500815","162315",396.000000000000000,ASS,Královéhradeckı,Rychnov nad Knìnou,Labe,16.38750000,50.13750000
U2JAPO01,"11552",Jablonné v Podještìdí,Jablonné v Podještìdí,"504619","144629",320.000000000000000,AKS2,Libereckı,Liberec,Plouènice,14.77472222,50.77194444
H2USTI02,,Ústí nad Orlicí,Ústí nad Orlicí,"495849","162520",402.000000000000000,MKS,Pardubickı,Ústí nad Orlicí,Tichá Orlice,16.42222222,49.98027778
U2CELI01,"11554",Èeská Lípa,Èeská Lípa,"504030","143229",246.000000000000000,AKS2,Libereckı,Èeská Lípa,Plouènice,14.54138889,50.67500000
H2ZDOB01,,Zdobnice,Zdobnice,"501452","162431",671.000000000000000,ASS,Královéhradeckı,Rychnov nad Knìnou,Divoká Orlice,16.40861111,50.24777778
