Gh id,Wmo id,Name,Full name,Latitude,Longitude,Elevation,Station ty,Rg region,Di distric,Ba basin,Xcoo,Ycoo
O5107200,,Vìøòovice,Vìøòovice,"495530","182528",203.000000000000000,AIM,Moravskoslezskı,Karviná,,18.42444444,49.92500000
O5107400,,Studénka,Studénka,"494318","180529",231.000000000000000,AIM,Moravskoslezskı,Novı Jièín,,18.09138889,49.72166667
O5107500,,Olomouc,"Olomouc, Hejèín","493557","171450",214.000000000000000,AIM,Olomouckı,Olomouc,,17.24722222,49.59916667
O5107600,,Pøerov,Pøerov,"492707","172721",210.000000000000000,AIM,Olomouckı,Pøerov,,17.45583333,49.45194444
O5108000,,Jeseník,Jeseník,"501433","171128",625.000000000000000,AIM,Olomouckı,Jeseník,,17.19111111,50.24250000
O5118600,,Opava,"Opava,  Kateøinky","495643","175445",255.000000000000000,AIM,Moravskoslezskı,Opava,,17.91250000,49.94527778
O5118800,,Tøinec-Kosmos,"Tøinec-Kosmos, Kosmos","494006","184048",320.000000000000000,AIM,Moravskoslezskı,Frıdek-Místek,,18.68000000,49.66833333
O5121400,,Bílı Køí,Bílı Køí,"493010","183220",908.000000000000000,AIM,Moravskoslezskı,Frıdek-Místek,,18.53888889,49.50277778
O5141000,,Ostrava-Pøívoz,"Ostrava-Pøívoz, Pøívoz","495123","181618",207.000000000000000,AIM,Moravskoslezskı,Ostrava-mìsto,,18.27166667,49.85638889
O5157200,,Ostrava-Èeskobratrská,"Ostrava-Èeskobratrská, Èeskobratrská","495023","181724",215.000000000000000,AIM,Moravskoslezskı,Ostrava-mìsto,,18.29000000,49.83972222
O5164900,,Ostrava - Mar.Hory,"Ostrava - Mar.Hory, Ostrava, Mariánské Hory","494929","181549",,AIM,Moravskoslezskı,Ostrava-mìsto,,18.26361111,49.82472222
O5165000,,Ostrava - Radvanice ZÚ,"Ostrava - Radvanice ZÚ, Ostrava, Bartovice","494925","182020",,AIM,Moravskoslezskı,Ostrava-mìsto,,18.33888889,49.82361111
O5193900,,Ostrava,"Ostrava - V., Poruba/V.obvod","494928","181152",,AIM,Moravskoslezskı,Ostrava-mìsto,,18.19777778,49.82444444
O7BECV01,,Horní Beèva,Horní Beèva,"492552","181754",565.000000000000000,MSS,Zlínskı,Vsetín,Ronovská Beèva,18.29833333,49.43111111
O7BELA01,,Bìlá pod Pradìdem,"Bìlá pod Pradìdem, Filipovice","500931","171004",670.000000000000000,MSS,Olomouckı,Jeseník,Kladská Nisa,17.16777778,50.15861111
O7BILA01,,Bílá,"Bílá, Koneèná","492717","183124",720.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Ostravice,18.52333333,49.45472222
O7BOHU01,,Bohumín,"Bohumín, Záblatí","495254","182207",236.000000000000000,MSS,Moravskoslezskı,Karviná,Odra,18.36861111,49.88166667
O7CERO01,,Èervená Voda,Èervená Voda,"500243","164422",535.000000000000000,MSS,Pardubickı,Ústí nad Orlicí,Moravská Sázava,16.73944444,50.04527778
O7CERV01,,Èervená,Èervená,"494638","173231",749.000000000000000,PROFIL,Moravskoslezskı,Opava,Odra,17.54194444,49.77722222
O7CERV02,,Èervená,Èervená,"494638","173231",749.000000000000000,PROFIL,Moravskoslezskı,Opava,Odra,17.54194444,49.77722222
O7DUBI01,,Dubicko,Dubicko,"494929","165756",275.000000000000000,MSS,Olomouckı,Šumperk,Morava,16.96555556,49.82472222
O7FREN01,,Frenštát pod Radhoštìm,Frenštát pod Radhoštìm,"493223","181426",434.000000000000000,MSS,Moravskoslezskı,Novı Jièín,Odra,18.24055556,49.53972222
O7GRUN01,,Staré Hamry,"Staré Hamry, Gruò","492932","182757",810.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Ostravice,18.46583333,49.49222222
O7HANU01,,Hanušovice,Hanušovice,"500455","165630",425.000000000000000,MSS,Olomouckı,Šumperk,Morava,16.94166667,50.08194444
O7HART01,,Slezská Harta,Slezská Harta,"495320","173425",521.000000000000000,PROFIL,Moravskoslezskı,Bruntál,Moravice,17.57361111,49.88888889
O7HART02,,Slezská Harta,Slezská Harta,"495320","173425",521.000000000000000,PROFIL,Moravskoslezskı,Bruntál,Moravice,17.57361111,49.88888889
O7HART03,,Slezská Harta,Slezská Harta,"495317","173429",521.000000000000000,MSS,Moravskoslezskı,Bruntál,Moravice,17.57472222,49.88805556
O7HOSJ01,,Hoštejn,Hoštejn,"495228","164613",305.000000000000000,MSS,Olomouckı,Šumperk,Moravská Sázava,16.77027778,49.87444444
O7HOST01,,Hošálková,Hošálková,"492108","175207",385.000000000000000,MSS,Zlínskı,Vsetín,Vsetínská Beèva,17.86861111,49.35222222
O7HUSL01,,Huslenky,"Huslenky, Kychová","491800","180734",450.000000000000000,MSS,Zlínskı,Vsetín,Vsetínská Beèva,18.12611111,49.30000000
O7HZIV01,,Hladké ivotice,Hladké ivotice,"494125","175705",260.000000000000000,MKSR,Moravskoslezskı,Novı Jièín,Odra,17.95138889,49.69027778
O7JABL01,,Jablunkov,"Jablunkov, Návsí","493515","184501",380.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Olše,18.75027778,49.58750000
O7KARV01,,Karviná,Karviná,"495131","183147",224.000000000000000,MSS,Moravskoslezskı,Karviná,Olše,18.52972222,49.85861111
O7KAST01,,Karlova Studánka,Karlova Studánka,"500423","171821",780.000000000000000,MKSR,Moravskoslezskı,Bruntál,Opava,17.30583333,50.07305556
O7KOZL01,,Kozlov,Kozlov,"493610","173207",620.000000000000000,MSS,Olomouckı,Olomouc,Morava,17.53527778,49.60277778
O7KRNO01,,Krnov,Krnov,"500440","174132",360.000000000000000,MSS,Moravskoslezskı,Bruntál,Opava,17.69222222,50.07777778
O7KUDL01,,Horní Beèva,"Horní Beèva, Kudlaèena","492555","181932",660.000000000000000,MSS,Zlínskı,Vsetín,Ronovská Beèva,18.32555556,49.43194444
O7LICH01,,Lichnov,Lichnov,"500023","173736",405.000000000000000,MSS,Moravskoslezskı,Bruntál,Opava,17.62666667,50.00638889
O7LORY01,,Lomnice,Lomnice,"495208","172500",595.000000000000000,MSS,Moravskoslezskı,Bruntál,Moravice,17.41666667,49.86888889
O7LOSI01,,Velké Losiny,Velké Losiny,"500216","170245",405.000000000000000,MSS,Olomouckı,Šumperk,Desná,17.04583333,50.03777778
O7LYSA01,,Lysá hora,Lysá hora,"493246","182652",1322.000000000000000,PROFIL,Moravskoslezskı,Frıdek-Místek,Ostravice,18.44777778,49.54611111
O7LYSA02,,Lysá hora,Lysá hora,"493246","182652",1322.000000000000000,PROFIL,Moravskoslezskı,Frıdek-Místek,Ostravice,18.44777778,49.54611111
O7MORK01,,Moøkov,Moøkov,"493229","180330",345.000000000000000,AKS,Moravskoslezskı,Novı Jièín,Odra,18.05833333,49.54138889
O7MSTO01,,Nıdek,"Nıdek, Malı Stoek, Plenisko","493659","184906",810.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Olše,18.81833333,49.61638889
O7NYHL01,,Nıdek,"Nıdek, Hluchová-Kolibiska","493657","184832",590.000000000000000,MSS,Moravskoslezskı,Frıdek-Místek,Olše,18.80888889,49.61583333
O7OSLZ01,,Ostrava,"Ostrava, Slezská Ostrava","495100","181903",269.000000000000000,MSS,Moravskoslezskı,Ostrava-mìsto,Odra,18.31750000,49.85000000
